#{"t_start": 1657122720.3781674, "env_id": "SlimeVolley-v0"}
r,l,t
0.4,540,664.105612
2.77,777,664.935611
1.27,627,665.604612
1.31,631,666.29061
-0.19,481,666.86561
-0.98,402,667.288612
0.47,547,667.939641
1.73,673,668.667609
1.2,520,669.218609
1.81,681,669.926121
2.02,702,670.662159
2.37,737,671.448199
0.77,577,672.102201
-0.02,498,672.657198
-0.22,478,673.1542
-0.04,496,673.677198
-0.52,448,674.217199
0.22,522,674.73024
-0.05,495,675.237784
0.29,529,675.816795
0.85,585,676.498784
-0.17,483,677.040786
1.07,607,677.666784
0.75,575,678.283782
1.34,634,679.046786
3.94,794,679.955786
1.11,611,680.583783
1.61,661,681.306787
2.72,772,682.197783
1.08,608,682.841793
0.41,541,683.397813
2.27,727,684.132818
0.07,507,684.756813
0.21,521,685.3196
1.94,594,685.927598
0.54,554,686.551598
1.41,641,687.34416
1.2,620,688.036644
0.92,592,688.669642
3.3,830,689.556638
1.25,625,690.247638
0.55,555,690.867669
0.93,593,691.512667
0.39,539,692.063639
0.62,562,692.682667
2.27,727,693.46064
1.81,681,694.140666
-0.52,448,694.633641
0.33,533,695.246639
1.33,633,695.925642
1.14,614,696.602667
0.55,555,697.202651
1.41,641,697.959667
0.11,511,698.516639
1.72,572,699.116642
-0.3,470,699.638643
1.35,635,700.450639
1.71,671,701.319637
0.39,539,701.911636
0.16,516,702.519639
0.39,539,703.132637
-0.05,495,703.689638
0.51,551,704.337644
-0.6,440,704.816639
0.1,510,705.348641
2.41,741,706.118636
1.22,622,706.759639
0.63,563,707.368641
4.68,968,708.491637
0.22,522,709.030667
-0.33,467,709.614638
2.42,742,710.435638
0.2,520,711.027637
1.03,603,711.662747
1.95,595,712.235744
0.99,599,712.856779
1.2,620,713.54764
1.89,689,714.337193
-0.99,401,714.838257
0.34,534,715.388171
-0.65,435,715.928243
0.44,544,716.547214
-1.04,396,716.969214
1.16,616,717.659263
3.57,857,718.625838
0.37,537,719.211839
0.5,550,719.81884
1.25,625,720.487842
1.37,637,721.206841
0.27,527,721.770882
0.34,534,722.38186
1.44,644,723.090859
2.3,730,723.914895
0.59,559,724.501884
-0.73,427,724.966853
1.11,611,725.614856
0.5,550,726.201858
0.8,580,726.874896
2.75,675,727.552853
1.15,615,728.243855
0.56,556,728.893857
0.61,561,729.508854
0.79,579,730.090859
0.67,567,730.715853
3.31,831,731.679857
3.5,850,732.567905
1.2,620,733.186878
